raceId,resultId,driverId,constructorId,year,round,name_mer3,nationality,circuitRef,driverRef,constructorRef,country,date,dob,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,grid,race_finish_pos,points_awarded,points_driver,championship_pos,cum_wins,status,driver_age,home_race,points_before_race,wins,in_top_ten,in_top_three
142,2579,30,6,2001,2,Malaysian Grand Prix,German,sepang,michael_schumacher,ferrari,Malaysia,2001-03-18,1969-01-03,0,0,1,1,0,1,1,10.0,20.0,1.0,2.0,Finished,32.2,0,10.0,1,1,1
142,2580,22,6,2001,2,Malaysian Grand Prix,Brazilian,sepang,barrichello,ferrari,Malaysia,2001-03-18,1972-05-23,0,0,1,1,0,2,2,6.0,10.0,2.0,0.0,Finished,28.8,0,4.0,0,1,1
142,2581,14,1,2001,2,Malaysian Grand Prix,British,sepang,coulthard,mclaren,Malaysia,2001-03-18,1971-03-27,0,0,1,1,0,8,3,4.0,10.0,3.0,0.0,Finished,30.0,0,6.0,0,1,1
142,2582,49,17,2001,2,Malaysian Grand Prix,German,sepang,frentzen,jordan,Malaysia,2001-03-18,1967-05-18,0,0,1,1,0,9,4,3.0,5.0,4.0,0.0,Finished,33.8,0,2.0,0,1,0
142,2583,23,3,2001,2,Malaysian Grand Prix,German,sepang,ralf_schumacher,williams,Malaysia,2001-03-18,1975-06-30,0,0,1,1,0,3,5,2.0,2.0,6.0,0.0,Finished,25.7,0,0.0,0,1,0
142,2584,57,1,2001,2,Malaysian Grand Prix,Finnish,sepang,hakkinen,mclaren,Malaysia,2001-03-18,1968-09-28,0,0,1,1,0,4,6,1.0,1.0,7.0,0.0,Finished,32.5,0,0.0,0,1,0
142,2585,50,21,2001,2,Malaysian Grand Prix,Dutch,sepang,verstappen,arrows,Malaysia,2001-03-18,1972-03-04,0,0,1,1,0,18,7,0.0,0.0,9.0,0.0,Finished,29.0,0,0.0,0,1,0
142,2586,15,17,2001,2,Malaysian Grand Prix,Italian,sepang,trulli,jordan,Malaysia,2001-03-18,1974-07-13,0,0,1,1,0,5,8,0.0,0.0,12.0,0.0,Finished,26.7,0,0.0,0,1,0
142,2587,55,20,2001,2,Malaysian Grand Prix,French,sepang,alesi,prost,Malaysia,2001-03-18,1964-06-11,0,0,1,1,0,13,9,0.0,0.0,13.0,0.0,Finished,36.8,0,0.0,0,1,0
142,2588,54,19,2001,2,Malaysian Grand Prix,Brazilian,sepang,burti,jaguar,Malaysia,2001-03-18,1975-03-05,0,0,1,1,0,15,10,0.0,0.0,11.0,0.0,Finished,26.0,0,0.0,0,1,0
142,2589,18,22,2001,2,Malaysian Grand Prix,British,sepang,button,benetton,Malaysia,2001-03-18,1980-01-19,0,0,1,1,0,17,11,0.0,0.0,14.0,0.0,Finished,21.2,0,0.0,0,0,0
142,2590,60,20,2001,2,Malaysian Grand Prix,Argentine,sepang,mazzacane,prost,Malaysia,2001-03-18,1975-05-08,0,0,1,1,0,19,12,0.0,0.0,17.0,0.0,Finished,25.9,0,0.0,0,0,0
142,2591,4,18,2001,2,Malaysian Grand Prix,Spanish,sepang,alonso,minardi,Malaysia,2001-03-18,1981-07-29,0,0,1,1,0,21,13,0.0,0.0,16.0,0.0,Finished,19.6,0,0.0,0,0,0
142,2592,58,18,2001,2,Malaysian Grand Prix,Brazilian,sepang,marques,minardi,Malaysia,2001-03-18,1976-01-19,0,0,1,1,0,20,14,0.0,0.0,19.0,0.0,Finished,25.2,0,0.0,0,0,0
142,2593,21,22,2001,2,Malaysian Grand Prix,Italian,sepang,fisichella,benetton,Malaysia,2001-03-18,1973-01-14,0,0,1,1,0,16,0,0.0,0.0,18.0,0.0,Fuel pressure,28.2,0,0.0,0,0,0
142,2594,35,16,2001,2,Malaysian Grand Prix,Canadian,sepang,villeneuve,bar,Malaysia,2001-03-18,1971-04-09,0,0,1,1,0,7,0,0.0,0.0,0.0,0.0,Spun off,29.9,0,0.0,0,0,0
142,2595,2,15,2001,2,Malaysian Grand Prix,German,sepang,heidfeld,sauber,Malaysia,2001-03-18,1977-05-10,0,0,1,1,0,11,0,0.0,3.0,5.0,0.0,Spun off,23.9,0,3.0,0,0,0
142,2596,59,21,2001,2,Malaysian Grand Prix,Brazilian,sepang,bernoldi,arrows,Malaysia,2001-03-18,1978-10-19,0,0,1,1,0,22,0,0.0,0.0,0.0,0.0,Spun off,22.4,0,0.0,0,0,0
142,2597,31,3,2001,2,Malaysian Grand Prix,Colombian,sepang,montoya,williams,Malaysia,2001-03-18,1975-09-20,0,0,1,1,0,6,0,0.0,0.0,0.0,0.0,Spun off,25.5,0,0.0,0,0,0
142,2598,56,19,2001,2,Malaysian Grand Prix,British,sepang,irvine,jaguar,Malaysia,2001-03-18,1965-11-10,0,0,1,1,0,12,0,0.0,0.0,15.0,0.0,Water leak,35.4,0,0.0,0,0,0
142,2599,44,16,2001,2,Malaysian Grand Prix,French,sepang,panis,bar,Malaysia,2001-03-18,1966-09-02,0,0,1,1,0,10,0,0.0,0.0,10.0,0.0,Oil leak,34.5,0,0.0,0,0,0
142,2600,8,15,2001,2,Malaysian Grand Prix,Finnish,sepang,raikkonen,sauber,Malaysia,2001-03-18,1979-10-17,0,0,1,1,0,14,0,0.0,1.0,8.0,0.0,Driveshaft,21.4,0,1.0,0,0,0
143,2601,14,1,2001,3,Brazilian Grand Prix,British,interlagos,coulthard,mclaren,Brazil,2001-04-01,1971-03-27,0,0,1,1,0,5,1,10.0,20.0,2.0,1.0,Finished,30.0,0,10.0,1,1,1
143,2602,30,6,2001,3,Brazilian Grand Prix,German,interlagos,michael_schumacher,ferrari,Brazil,2001-04-01,1969-01-03,0,0,1,1,0,1,2,6.0,26.0,1.0,2.0,Finished,32.2,0,20.0,0,1,1
143,2603,2,15,2001,3,Brazilian Grand Prix,German,interlagos,heidfeld,sauber,Brazil,2001-04-01,1977-05-10,0,0,1,1,0,9,3,4.0,7.0,4.0,0.0,Finished,23.9,0,3.0,0,1,1
143,2604,44,16,2001,3,Brazilian Grand Prix,French,interlagos,panis,bar,Brazil,2001-04-01,1966-09-02,0,0,1,1,0,11,4,3.0,3.0,6.0,0.0,Finished,34.6,0,0.0,0,1,0
143,2605,15,17,2001,3,Brazilian Grand Prix,Italian,interlagos,trulli,jordan,Brazil,2001-04-01,1974-07-13,0,0,1,1,0,7,5,2.0,2.0,7.0,0.0,Finished,26.7,0,0.0,0,1,0
143,2606,21,22,2001,3,Brazilian Grand Prix,Italian,interlagos,fisichella,benetton,Brazil,2001-04-01,1973-01-14,0,0,1,1,0,18,6,1.0,1.0,9.0,0.0,Finished,28.2,0,0.0,0,1,0
143,2607,35,16,2001,3,Brazilian Grand Prix,Canadian,interlagos,villeneuve,bar,Brazil,2001-04-01,1971-04-09,0,0,1,1,0,12,7,0.0,0.0,13.0,0.0,Finished,30.0,0,0.0,0,1,0
143,2608,55,20,2001,3,Brazilian Grand Prix,French,interlagos,alesi,prost,Brazil,2001-04-01,1964-06-11,0,0,1,1,0,15,8,0.0,0.0,14.0,0.0,Finished,36.8,0,0.0,0,1,0
143,2609,58,18,2001,3,Brazilian Grand Prix,Brazilian,interlagos,marques,minardi,Brazil,2001-04-01,1976-01-19,0,0,1,1,0,22,9,0.0,0.0,16.0,0.0,Finished,25.2,1,0.0,0,1,0
143,2610,18,22,2001,3,Brazilian Grand Prix,British,interlagos,button,benetton,Brazil,2001-04-01,1980-01-19,0,0,1,1,0,20,10,0.0,0.0,17.0,0.0,Finished,21.2,0,0.0,0,1,0
143,2611,49,17,2001,3,Brazilian Grand Prix,German,interlagos,frentzen,jordan,Brazil,2001-04-01,1967-05-18,0,0,1,1,0,8,11,0.0,5.0,5.0,0.0,Electrical,33.9,0,5.0,0,0,0
143,2612,8,15,2001,3,Brazilian Grand Prix,Finnish,interlagos,raikkonen,sauber,Brazil,2001-04-01,1979-10-17,0,0,1,1,0,10,0,0.0,1.0,11.0,0.0,Spun off,21.5,0,1.0,0,0,0
143,2613,23,3,2001,3,Brazilian Grand Prix,German,interlagos,ralf_schumacher,williams,Brazil,2001-04-01,1975-06-30,0,0,1,1,0,2,0,0.0,2.0,8.0,0.0,Spun off,25.8,0,2.0,0,0,0
143,2614,60,20,2001,3,Brazilian Grand Prix,Argentine,interlagos,mazzacane,prost,Brazil,2001-04-01,1975-05-08,0,0,1,1,0,21,0,0.0,0.0,20.0,0.0,Clutch,25.9,0,0.0,0,0,0
143,2615,56,19,2001,3,Brazilian Grand Prix,British,interlagos,irvine,jaguar,Brazil,2001-04-01,1965-11-10,0,0,1,1,0,13,0,0.0,0.0,18.0,0.0,Spun off,35.4,0,0.0,0,0,0
143,2616,31,3,2001,3,Brazilian Grand Prix,Colombian,interlagos,montoya,williams,Brazil,2001-04-01,1975-09-20,0,0,1,1,0,4,0,0.0,0.0,0.0,0.0,Collision,25.5,0,0.0,0,0,0
143,2617,50,21,2001,3,Brazilian Grand Prix,Dutch,interlagos,verstappen,arrows,Brazil,2001-04-01,1972-03-04,0,0,1,1,0,17,0,0.0,0.0,12.0,0.0,Collision,29.1,0,0.0,0,0,0
143,2618,54,19,2001,3,Brazilian Grand Prix,Brazilian,interlagos,burti,jaguar,Brazil,2001-04-01,1975-03-05,0,0,1,1,0,14,0,0.0,0.0,15.0,0.0,Engine,26.1,1,0.0,0,0,0
143,2619,4,18,2001,3,Brazilian Grand Prix,Spanish,interlagos,alonso,minardi,Brazil,2001-04-01,1981-07-29,0,0,1,1,0,19,0,0.0,0.0,19.0,0.0,Electrical,19.7,0,0.0,0,0,0
143,2620,59,21,2001,3,Brazilian Grand Prix,Brazilian,interlagos,bernoldi,arrows,Brazil,2001-04-01,1978-10-19,0,0,1,1,0,16,0,0.0,0.0,0.0,0.0,Hydraulics,22.5,1,0.0,0,0,0
143,2621,22,6,2001,3,Brazilian Grand Prix,Brazilian,interlagos,barrichello,ferrari,Brazil,2001-04-01,1972-05-23,0,0,1,1,0,6,0,0.0,10.0,3.0,0.0,Collision,28.9,1,10.0,0,0,0
143,2622,57,1,2001,3,Brazilian Grand Prix,Finnish,interlagos,hakkinen,mclaren,Brazil,2001-04-01,1968-09-28,0,0,1,1,0,3,0,0.0,1.0,10.0,0.0,Stalled,32.5,0,1.0,0,0,0
144,2623,23,3,2001,4,San Marino Grand Prix,German,imola,ralf_schumacher,williams,Italy,2001-04-15,1975-06-30,1,0,0,0,0,3,1,10.0,12.0,4.0,1.0,Finished,25.8,0,2.0,1,1,1
144,2624,14,1,2001,4,San Marino Grand Prix,British,imola,coulthard,mclaren,Italy,2001-04-15,1971-03-27,1,0,0,0,0,1,2,6.0,26.0,2.0,1.0,Finished,30.1,0,20.0,0,1,1
144,2625,22,6,2001,4,San Marino Grand Prix,Brazilian,imola,barrichello,ferrari,Italy,2001-04-15,1972-05-23,1,0,0,0,0,6,3,4.0,14.0,3.0,0.0,Finished,28.9,0,10.0,0,1,1
144,2626,57,1,2001,4,San Marino Grand Prix,Finnish,imola,hakkinen,mclaren,Italy,2001-04-15,1968-09-28,1,0,0,0,0,2,4,3.0,4.0,7.0,0.0,Finished,32.5,0,1.0,0,1,0
144,2627,15,17,2001,4,San Marino Grand Prix,Italian,imola,trulli,jordan,Italy,2001-04-15,1974-07-13,1,0,0,0,0,5,5,2.0,4.0,8.0,0.0,Finished,26.8,1,2.0,0,1,0
144,2628,49,17,2001,4,San Marino Grand Prix,German,imola,frentzen,jordan,Italy,2001-04-15,1967-05-18,1,0,0,0,0,9,6,1.0,6.0,6.0,0.0,Finished,33.9,0,5.0,0,1,0
144,2629,2,15,2001,4,San Marino Grand Prix,German,imola,heidfeld,sauber,Italy,2001-04-15,1977-05-10,1,0,0,0,0,12,7,0.0,7.0,5.0,0.0,Finished,23.9,0,7.0,0,1,0
144,2630,44,16,2001,4,San Marino Grand Prix,French,imola,panis,bar,Italy,2001-04-15,1966-09-02,1,0,0,0,0,8,8,0.0,3.0,9.0,0.0,Finished,34.6,0,3.0,0,1,0
144,2631,55,20,2001,4,San Marino Grand Prix,French,imola,alesi,prost,Italy,2001-04-15,1964-06-11,1,0,0,0,0,14,9,0.0,0.0,14.0,0.0,Finished,36.8,0,0.0,0,1,0
144,2632,59,21,2001,4,San Marino Grand Prix,Brazilian,imola,bernoldi,arrows,Italy,2001-04-15,1978-10-19,1,0,0,0,0,16,10,0.0,0.0,18.0,0.0,Finished,22.5,0,0.0,0,1,0
144,2633,54,19,2001,4,San Marino Grand Prix,Brazilian,imola,burti,jaguar,Italy,2001-04-15,1975-03-05,1,0,0,0,0,15,11,0.0,0.0,15.0,0.0,Finished,26.1,0,0.0,0,0,0
144,2634,18,22,2001,4,San Marino Grand Prix,British,imola,button,benetton,Italy,2001-04-15,1980-01-19,1,0,0,0,0,21,12,0.0,0.0,17.0,0.0,Finished,21.2,0,0.0,0,0,0
144,2635,58,18,2001,4,San Marino Grand Prix,Brazilian,imola,marques,minardi,Italy,2001-04-15,1976-01-19,1,0,0,0,0,22,0,0.0,0.0,16.0,0.0,Engine,25.2,0,0.0,0,0,0
144,2636,31,3,2001,4,San Marino Grand Prix,Colombian,imola,montoya,williams,Italy,2001-04-15,1975-09-20,1,0,0,0,0,7,0,0.0,0.0,0.0,0.0,Clutch,25.6,0,0.0,0,0,0
144,2637,56,19,2001,4,San Marino Grand Prix,British,imola,irvine,jaguar,Italy,2001-04-15,1965-11-10,1,0,0,0,0,13,0,0.0,0.0,19.0,0.0,Engine,35.4,0,0.0,0,0,0
144,2638,21,22,2001,4,San Marino Grand Prix,Italian,imola,fisichella,benetton,Italy,2001-04-15,1973-01-14,1,0,0,0,0,19,0,0.0,1.0,10.0,0.0,Engine,28.2,1,1.0,0,0,0
144,2639,35,16,2001,4,San Marino Grand Prix,Canadian,imola,villeneuve,bar,Italy,2001-04-15,1971-04-09,1,0,0,0,0,11,0,0.0,0.0,13.0,0.0,Engine,30.0,0,0.0,0,0,0
144,2640,60,20,2001,4,San Marino Grand Prix,Argentine,imola,mazzacane,prost,Italy,2001-04-15,1975-05-08,1,0,0,0,0,20,0,0.0,0.0,21.0,0.0,Engine,25.9,0,0.0,0,0,0
144,2641,30,6,2001,4,San Marino Grand Prix,German,imola,michael_schumacher,ferrari,Italy,2001-04-15,1969-01-03,1,0,0,0,0,4,0,0.0,26.0,1.0,2.0,Suspension,32.3,0,26.0,0,0,0
144,2642,8,15,2001,4,San Marino Grand Prix,Finnish,imola,raikkonen,sauber,Italy,2001-04-15,1979-10-17,1,0,0,0,0,10,0,0.0,1.0,11.0,0.0,Steering,21.5,0,1.0,0,0,0
144,2643,50,21,2001,4,San Marino Grand Prix,Dutch,imola,verstappen,arrows,Italy,2001-04-15,1972-03-04,1,0,0,0,0,17,0,0.0,0.0,12.0,0.0,Exhaust,29.1,0,0.0,0,0,0
144,2644,4,18,2001,4,San Marino Grand Prix,Spanish,imola,alonso,minardi,Italy,2001-04-15,1981-07-29,1,0,0,0,0,18,0,0.0,0.0,20.0,0.0,Brakes,19.7,0,0.0,0,0,0
145,2645,30,6,2001,5,Spanish Grand Prix,German,catalunya,michael_schumacher,ferrari,Spain,2001-04-29,1969-01-03,1,0,1,0,1,1,1,10.0,36.0,1.0,3.0,Finished,32.3,0,26.0,1,1,1
145,2646,31,3,2001,5,Spanish Grand Prix,Colombian,catalunya,montoya,williams,Spain,2001-04-29,1975-09-20,1,0,1,0,1,12,2,6.0,6.0,7.0,0.0,Finished,25.6,0,0.0,0,1,1
145,2647,35,16,2001,5,Spanish Grand Prix,Canadian,catalunya,villeneuve,bar,Spain,2001-04-29,1971-04-09,1,0,1,0,1,7,3,4.0,4.0,9.0,0.0,Finished,30.1,0,0.0,0,1,1
145,2648,15,17,2001,5,Spanish Grand Prix,Italian,catalunya,trulli,jordan,Spain,2001-04-29,1974-07-13,1,0,1,0,1,6,4,3.0,7.0,6.0,0.0,Finished,26.8,0,4.0,0,1,0
145,2649,14,1,2001,5,Spanish Grand Prix,British,catalunya,coulthard,mclaren,Spain,2001-04-29,1971-03-27,1,0,1,0,1,3,5,2.0,28.0,2.0,1.0,Finished,30.1,0,26.0,0,1,0
145,2650,2,15,2001,5,Spanish Grand Prix,German,catalunya,heidfeld,sauber,Spain,2001-04-29,1977-05-10,1,0,1,0,1,10,6,1.0,8.0,5.0,0.0,Finished,24.0,0,7.0,0,1,0
145,2651,44,16,2001,5,Spanish Grand Prix,French,catalunya,panis,bar,Spain,2001-04-29,1966-09-02,1,0,1,0,1,11,7,0.0,3.0,11.0,0.0,Finished,34.7,0,3.0,0,1,0
145,2652,8,15,2001,5,Spanish Grand Prix,Finnish,catalunya,raikkonen,sauber,Spain,2001-04-29,1979-10-17,1,0,1,0,1,9,8,0.0,1.0,12.0,0.0,Finished,21.5,0,1.0,0,1,0
145,2653,57,1,2001,5,Spanish Grand Prix,Finnish,catalunya,hakkinen,mclaren,Spain,2001-04-29,1968-09-28,1,0,1,0,1,2,9,0.0,4.0,10.0,0.0,Clutch,32.6,0,4.0,0,1,0
145,2654,55,20,2001,5,Spanish Grand Prix,French,catalunya,alesi,prost,Spain,2001-04-29,1964-06-11,1,0,1,0,1,15,10,0.0,0.0,15.0,0.0,Finished,36.9,0,0.0,0,1,0
145,2655,54,20,2001,5,Spanish Grand Prix,Brazilian,catalunya,burti,prost,Spain,2001-04-29,1975-03-05,1,0,1,0,1,14,11,0.0,0.0,16.0,0.0,Finished,26.2,0,0.0,0,0,0
145,2656,50,21,2001,5,Spanish Grand Prix,Dutch,catalunya,verstappen,arrows,Spain,2001-04-29,1972-03-04,1,0,1,0,1,17,12,0.0,0.0,14.0,0.0,Finished,29.2,0,0.0,0,0,0
145,2657,4,18,2001,5,Spanish Grand Prix,Spanish,catalunya,alonso,minardi,Spain,2001-04-29,1981-07-29,1,0,1,0,1,18,13,0.0,0.0,21.0,0.0,Finished,19.8,1,0.0,0,0,0
145,2658,21,22,2001,5,Spanish Grand Prix,Italian,catalunya,fisichella,benetton,Spain,2001-04-29,1973-01-14,1,0,1,0,1,19,14,0.0,1.0,13.0,0.0,Finished,28.3,0,1.0,0,0,0
145,2659,18,22,2001,5,Spanish Grand Prix,British,catalunya,button,benetton,Spain,2001-04-29,1980-01-19,1,0,1,0,1,21,15,0.0,0.0,18.0,0.0,Finished,21.3,0,0.0,0,0,0
145,2660,58,18,2001,5,Spanish Grand Prix,Brazilian,catalunya,marques,minardi,Spain,2001-04-29,1976-01-19,1,0,1,0,1,22,16,0.0,0.0,17.0,0.0,Finished,25.3,0,0.0,0,0,0
145,2661,22,6,2001,5,Spanish Grand Prix,Brazilian,catalunya,barrichello,ferrari,Spain,2001-04-29,1972-05-23,1,0,1,0,1,4,0,0.0,14.0,3.0,0.0,Suspension,28.9,0,14.0,0,0,0
145,2662,56,19,2001,5,Spanish Grand Prix,British,catalunya,irvine,jaguar,Spain,2001-04-29,1965-11-10,1,0,1,0,1,13,0,0.0,0.0,20.0,0.0,Engine,35.5,0,0.0,0,0,0
145,2663,23,3,2001,5,Spanish Grand Prix,German,catalunya,ralf_schumacher,williams,Spain,2001-04-29,1975-06-30,1,0,1,0,1,5,0,0.0,12.0,4.0,1.0,Brakes,25.8,0,12.0,0,0,0
145,2664,59,21,2001,5,Spanish Grand Prix,Brazilian,catalunya,bernoldi,arrows,Spain,2001-04-29,1978-10-19,1,0,1,0,1,16,0,0.0,0.0,19.0,0.0,Fuel pressure,22.5,0,0.0,0,0,0
145,2665,37,19,2001,5,Spanish Grand Prix,Spanish,catalunya,rosa,jaguar,Spain,2001-04-29,1971-02-24,1,0,1,0,1,20,0,0.0,0.0,0.0,0.0,Collision,30.2,1,0.0,0,0,0
145,2666,49,17,2001,5,Spanish Grand Prix,German,catalunya,frentzen,jordan,Spain,2001-04-29,1967-05-18,1,0,1,0,1,8,0,0.0,6.0,8.0,0.0,Collision,33.9,0,6.0,0,0,0
146,2667,14,1,2001,6,Austrian Grand Prix,British,red_bull_ring,coulthard,mclaren,Austria,2001-05-13,1971-03-27,1,0,0,0,0,7,1,10.0,38.0,2.0,2.0,Finished,30.1,0,28.0,1,1,1
146,2668,30,6,2001,6,Austrian Grand Prix,German,red_bull_ring,michael_schumacher,ferrari,Austria,2001-05-13,1969-01-03,1,0,0,0,0,1,2,6.0,42.0,1.0,3.0,Finished,32.4,0,36.0,0,1,1
146,2669,22,6,2001,6,Austrian Grand Prix,Brazilian,red_bull_ring,barrichello,ferrari,Austria,2001-05-13,1972-05-23,1,0,0,0,0,4,3,4.0,18.0,3.0,0.0,Finished,29.0,0,14.0,0,1,1
146,2670,8,15,2001,6,Austrian Grand Prix,Finnish,red_bull_ring,raikkonen,sauber,Austria,2001-05-13,1979-10-17,1,0,0,0,0,9,4,3.0,4.0,11.0,0.0,Finished,21.6,0,1.0,0,1,0
146,2671,44,16,2001,6,Austrian Grand Prix,French,red_bull_ring,panis,bar,Austria,2001-05-13,1966-09-02,1,0,0,0,0,10,5,2.0,5.0,9.0,0.0,Finished,34.7,0,3.0,0,1,0
146,2672,50,21,2001,6,Austrian Grand Prix,Dutch,red_bull_ring,verstappen,arrows,Austria,2001-05-13,1972-03-04,1,0,0,0,0,16,6,1.0,1.0,13.0,0.0,Finished,29.2,0,0.0,0,1,0
146,2673,56,19,2001,6,Austrian Grand Prix,British,red_bull_ring,irvine,jaguar,Austria,2001-05-13,1965-11-10,1,0,0,0,0,13,7,0.0,0.0,15.0,0.0,Finished,35.5,0,0.0,0,1,0
146,2674,35,16,2001,6,Austrian Grand Prix,Canadian,red_bull_ring,villeneuve,bar,Austria,2001-05-13,1971-04-09,1,0,0,0,0,12,8,0.0,4.0,10.0,0.0,Finished,30.1,0,4.0,0,1,0
146,2675,2,15,2001,6,Austrian Grand Prix,German,red_bull_ring,heidfeld,sauber,Austria,2001-05-13,1977-05-10,1,0,0,0,0,6,9,0.0,8.0,5.0,0.0,Finished,24.0,0,8.0,0,1,0
146,2676,55,20,2001,6,Austrian Grand Prix,French,red_bull_ring,alesi,prost,Austria,2001-05-13,1964-06-11,1,0,0,0,0,20,10,0.0,0.0,16.0,0.0,Finished,36.9,0,0.0,0,1,0
146,2677,54,20,2001,6,Austrian Grand Prix,Brazilian,red_bull_ring,burti,prost,Austria,2001-05-13,1975-03-05,1,0,0,0,0,17,11,0.0,0.0,17.0,0.0,Finished,26.2,0,0.0,0,0,0
146,2678,18,22,2001,6,Austrian Grand Prix,British,red_bull_ring,button,benetton,Austria,2001-05-13,1980-01-19,1,0,0,0,0,21,0,0.0,0.0,19.0,0.0,Engine,21.3,0,0.0,0,0,0
